store,address,lng,lat,city,district,city_district
선부점,경기도 안산시 단원구 석수로5길 12 1층,126.80617190000001,37.3432026,경기도,안산시,경기도안산시
안산한대점,"경기도 안산시 상록구 한양대학로 60 한양타운 201,202호",126.83765079999999,37.3008321,경기도,안산시,경기도안산시
안성점,"경기도 안성시 중앙2길 16, 2층",127.27054240000001,37.0081658,경기도,안성시,경기도안성시
비산점,경기도 안양시 동안구 평촌대로 386 1층,126.9501119,37.4051663,경기도,안양시,경기도안양시
평촌점,경기도 안양시 동안구 평촌대로223번길 55 대명빌딩 206호,126.9527341,37.390246600000005,경기도,안양시,경기도안양시
인덕원점,경기도 안양시 동안구 평촌대로 386 1층 미스터피자 비산점,126.9501119,37.4051663,경기도,안양시,경기도안양시
안양점,경기도 안양시 만안구 안양로304번길 13 2층,126.9217667,37.3997302,경기도,안양시,경기도안양시
양주점,경기도 양주시 고읍남로 21 양주프라임타워 1층,127.0791293,37.794672,경기도,양주시,경기도양주시
전곡점,경기도 연천군 전곡읍 전곡로 178 2층,127.06754,38.0278443,경기도,연천군,경기도연천군
오산중앙점,"경기도 오산시 성호대로 77 태원빌딩, 2층",127.06975420000002,37.1490963,경기도,오산시,경기도오산시
수지점,경기도 용인시 수지구 풍덕천로 114,127.0948094,37.3222685,경기도,용인시,경기도용인시
상현점,경기도 용인시 수지구 만현로 82-4 헤르메스상가,127.0858622,37.3094471,경기도,용인시,경기도용인시
용인점,경기도 용인시 처인구 금령로90번길 1 덕윤빌딩,127.2063851,37.23527429999999,경기도,용인시,경기도용인시
의정부금오점,경기도 의정부시 청사로5번길 26 경남프라자 201호,127.06964860000001,37.7488132,경기도,의정부시,경기도의정부시
의정부점,경기도 의정부시 시민로 121번길 54 1층,127.0500136,37.740654799999994,경기도,의정부시,경기도의정부시
의정부호원점,"경기도 의정부시 평화로 185-1, 2층",127.0478992,37.708462,경기도,의정부시,경기도의정부시
